96,America's Best Value Inn,279,60,33.181046,-117.228214
97,Alpine Inn and Spa,157,60,38.960733,-119.944888
98,American Inn and Suites,16,60,33.935031,-118.34391
99,American Inn,11,60,33.748282,-116.984456
100,Aqua Inn Motel,7,60,34.06298065,-118.0185318
101,Americana Lodge-Redding,9,60,40.58668,-122.390436
102,America's Best Value Inn,147,60,38.421096,-122.713487
103,Apex Inn,0,60,37.638302,-120.956001
104,Americas Best Value Inn and Suites-El Monte/Los Angeles,46,60,34.062727,-118.01811
105,Americana Inn Motel,5,60,37.651297,-122.431136
106,Aquaventure Inn,15,60,33.789759,-118.181633
107,Americas Best Value Inn Santa Maria,16,63,34.95299911,-120.4237976
108,Alexis Park Hotel,239,63,37.784259,-122.419676
109,Arroyo Village Inn Arroyo Grande,94,63,35.118215,-120.575316
110,America's Best Value Inn,58,64,33.847237,-116.547113
111,AAE Amsterdam Hostel,36,64,37.789373,-122.412368
112,Americas Best Value Inn La Downtown SW,27,64,34.009102,-118.30894
113,America's Best Value Inn,59,65,37.97052002,-122.0111847
114,Americas Best Value Inn-Granada Hills,34,65,34.279152,-118.470462
115,America's Best Value Inn and Suites,79,65,39.499095,-121.567174
116,Americas Best Value Inn San Luis Obispo,361,66,35.286179,-120.665244
117,Amerihost Inn and Suites,90,66,39.126959,-121.575924
118,Americas Best Value /Inn and Suites Golden Gate,900,67,37.799551,-122.439612
119,Americas Best Value Inn Three Rivers,43,68,36.411782,-118.931713
120,Americas Best Value Inn Riverside,309,68,33.983973,-117.378682
121,America's Best Value Inn,9,69,33.88409738,-117.5715637
122,America's Best Value Inn,0,69,33.03741,-115.617695
123,All Suites Islander Motels,7,69,37.5478,-121.98964
124,Adante Hotel,1330,69,37.78675,-122.414001
125,Anchor Beach Inn,76,69,41.740346,-124.163286
126,America's Best Value Inn,487,69,37.32870102,-119.6579971
127,Anaheim Lodge,0,69,33.820499,-117.992996
128,America's Best Value Inn,30,69,37.315981,-121.873897
129,Americas Best Value Inn and Suites - Wine Country,244,69,38.4797,-122.73521
130,Alexander Inn and Suites,0,70,37.785888,-122.411826
131,Amerihost Inn Yreka,181,70,41.703917,-122.646724
132,America's Best Value Inn,241,70,37.865398,-122.294336
133,America's Best Inns and Suites,39,70,37.48341751,-122.2315826
134,American Inn,0,71,37.383967,-122.085043
135,America's Best Value Inn,310,74,34.09841156,-118.3049088
136,America's Best Value Inn,402,74,37.785554,-122.413147
137,America Extended Stay,9,74,38.25176597,-122.0699716
138,America's Best Value Inn and Suites,599,74,37.775649,-122.408605
139,Americas Best Value Inn-Hollywood/Los Angeles,161,75,34.074886,-118.265266
140,Aloft Ontario-Rancho Cucamonga,858,75,34.07746,-117.57614
141,America's Best Value Inn,121,75,37.407856,-122.12138
142,Arena Hotel,1722,78,37.332423,-121.90621
143,All Worlds Resort,128,79,33.815311,-116.537559
144,America's Best Value Inn,126,79,36.811847,-119.700359
145,America's Best Value Inn and Suites,2,79,33.781502,-117.915001
146,Andalusian Court,52,80,33.821341,-116.550743
147,Americana Vacation Club,3,80,38.951337,-119.947523
148,Adelaide Hostel and Hotel,129,80,37.787498,-122.412003
149,American Inn,3,81,33.804224,-117.226105
150,America's Best Value Inn,21,82,34.07044,-117.43662
151,America's Best Value Inn and Suites,57,82,38.60393,-122.86682
152,Air Park Hotel,441,84,33.96157,-118.36706
153,Ayres Inn and Suites  Ontario At The Mills Mall,255,85,34.070081,-117.553731
154,Americas Best Value Inn Manteca,46,86,37.79750061,-121.1862106
155,Ayres Inn-Corona East,299,89,33.889202,-117.518363
156,Ayres Boutique Suites Ontario Airport,269,89,34.064655,-117.611
157,Ayres Suites  Corona West,516,89,33.879089,-117.603462
158,Atrium Orange County Airport,991,89,33.67569352,-117.8603625
159,Ayres Hotel and Suites  Ontario Convention Center,280,89,34.063857,-117.610145
160,Airtel Plaza Hotel and Conference Center,1210,89,34.2027963,-118.4859272
161,America's Best Inn,0,89,33.548732,-117.801113
162,Alder Inn,75,89,38.946007,-119.95626
163,Andrew Hotel,501,89,37.787998,-122.412003
164,Amerisuites Ontario Mills,352,89,34.0703,-117.546989
165,America's Best Value Inn,762,89,32.75752,-117.19796
166,Americas Best Value Inn-South Gate/Downey,5,89,33.951229,-118.182055
167,Arenas Gardens West,0,90,33.821201,-116.552002
168,Annie's Bed and Breakfast,0,90,36.097114,-118.837354
169,Anchorage Inn,15,94,39.0481,-122.91502
170,Avania Inn of Santa Barbara,729,95,34.40919113,-119.6951981
171,Alpine Inn,182,95,33.803802,-117.917708
172,Atrium,23,96,39.450528,-123.805822
173,Atrium Hotel At Orange County Airport,407,98,33.675687,-117.860222
174,Ayres Hotel Chino Hills,186,99,33.9786655,-117.7007979
175,A Place in The Sun,152,99,33.809299,-116.540001
176,Adobe Inn and Spa,7,99,33.967776,-116.503948
177,Ayres Inn Alpine,71,99,32.840631,-116.779946
178,Andreas Hotel and Spa,807,99,33.825451,-116.545587
179,Ayres Hotel and Spa Moreno Valley,131,99,33.935337,-117.273575
180,Amador Harvest Inn,5,100,38.54063,-120.791115
181,Apples' Riverhouse Bed and Breakfast,11,102,40.594829,-122.406601
182,Ayres Suites  Ontario At The Mills Mall,169,104,34.075211,-117.556266
183,Andiamo,0,104,33.946152,-118.381673
184,Ansonia Abby Hotel,16,105,37.787323,-122.413781
185,A Halcyon Inn,6,105,40.7939,-124.168607
186,Amerisuites,0,108,37.708268,-121.888103
187,Ayres Inn-Orange,868,109,33.789036,-117.892776
188,Azure Sky Resort,10,109,33.8018,-116.541
189,American Motel,3,109,34.02122,-118.49341
190,Alamar Motel,117,109,34.410587,-119.690627
191,Anaheim Hills Residence Inn,157,109,33.866608,-117.751999
192,Ace Hotel and Swim Club,701,109,33.80138016,-116.5400314
193,Aggie Inn,24,109,38.54131,-121.74419
194,Americas Best Value Inn San Francisco/Pacifica,170,110,37.632996,-122.49
195,Americas Best Inns-San Francisco Fshrmns,400,110,37.8017807,-122.4245987
196,Adelaide Inn,168,114,35.64207,-120.68748
197,Alpenrose Cottage Guest House,0,117,41.319626,-122.318694
198,Anton Inn,285,118,36.627664,-121.929462
199,Ayres Suites Yorba Linda,541,119,33.872531,-117.741043
200,Ayres Hotel Anaheim,1464,119,33.805832,-117.878609
201,Ayres Suites,189,119,34.002808,-117.830361
202,Ayres Hotel Redlands,402,119,34.06286621,-117.1968002
203,Annie Horan's Bed and Breakfast,11,119,39.219552,-121.066221
204,Ayres Suites Mission Viejo,277,119,33.654407,-117.6275
205,Ayres Hotel and Suites,1193,119,33.665486,-117.881901
206,Ayres Hotel Laguna Woods,208,119,33.610421,-117.729369
207,Apple Blossom Inn,0,125,37.39971,-119.733031
208,A Metro Hotel and Cafe,32,127,38.230594,-122.63272
209,Ayres Hotel Seal Beach,375,129,33.77652,-118.07303
210,Ayres Hotel and Spa Mission Viejo,395,129,33.654487,-117.626657
211,Avalon Lodge,33,129,38.95814133,-119.9460678
212,Albert Shafsky House Bed and Breakfast,73,135,38.730287,-120.804905
213,Asilomar Conference Grounds,447,139,36.61938,-121.935732
214,Always Inn San Clemente,96,139,33.42656,-117.61562
215,A Victorian Garden Inn,24,139,38.29129,-122.45162
216,Atherton Inn,21,139,37.45518,-122.22135
217,Ayres Hotel Manhattan Beach,489,139,33.901065,-118.37218
218,Arbor House Inn,14,139,39.050098,-122.915711
219,Ada's Place,12,139,39.935704,-120.949103
220,Arabella Laguna,7,140,33.545907,-117.793716
221,A Bed of Roses Bed and Breakfast,109,140,37.38209,-119.63161
222,Adobe On Green Street Bed and Breakfast,87,144,36.9757,-122.030998
223,Admiral At Missions,0,145,32.77401733,-117.1466293
224,Art Hotel Laguna Beach,121,146,33.5488385,-117.8011775
225,Alexander Valley Lodge,2,149,38.698184,-122.890579
226,A Rose of Sharon Bed and Breakfast,0,149,41.78717,-124.18955
227,Anaheim Carriage Inn,251,150,33.7957,-117.915001
228,A White Jasmine Inn,133,154,34.421736,-119.710144
229,Arbor Guest House,355,159,38.306221,-122.29651
230,Avia,580,161,33.764849,-118.194824
231,Ancient Aromatics Sea Spa and Guest Suites,0,165,34.28148,-119.29466
232,Arcata Stay,0,165,40.872343,-124.085987
233,Acqua Hotel,84,169,37.889149,-122.517424
234,Allison Hotel,0,169,37.789541,-122.406963
235,Artists Inn,8,170,37.787817,-122.432558
236,Arroyo Vista Inn,89,175,34.110753,-118.168432
237,Artists Inn,0,175,34.117699,-118.154999
238,Auberge Mendocino,0,179,39.29169846,-123.7938004
239,Andaz-San Diego,1109,189,32.7137562,-117.1587537
240,Avia NAPA,664,193,38.2973101,-122.2892322
241,Above The Clouds B and B,4,195,38.391116,-122.4814
242,Adlon Hotel,0,199,37.360941,-121.90486
243,Aurora Park Cottages,75,199,38.577999,-122.588997
244,Ambrose Bierce House,57,199,38.506869,-122.473126
245,Amber House,89,199,38.572121,-121.47862
246,And Breakfast,0,199,38.13733,-120.4619
247,Admiral Hotel,0,200,37.785532,-122.41502
248,Ann and George's Bed and Breakfast,72,205,35.59835815,-120.7732468
249,Avila Highlands Inn,0,209,35.187451,-120.702139
250,Airport Inn,0,219,37.362875,-121.906355
251,Abella Garden Inn Bed and Break,107,228,35.121592,-120.587861
252,Avalon Hotel of Beverly Hills,578,240,34.059394,-118.398003
253,All Star Hotel,2,252,37.765301,-122.415001
254,Albergo Verona,22,252,37.783914,-122.414465
255,Anderson Inn,0,259,35.367882,-120.853718
256,Ascot Suites,213,299,35.36594009,-120.8505478
257,Agua Caliente Hotel and Spa,0,300,33.94153675,-116.5014923
258,Andril Fireplace Motel,46,302,36.620934,-121.93542
259,Abbys Anaheimer Inn,239,322,33.8032,-117.929001
260,Avalon  A Luxury B and B,42,385,38.418393,-122.908257
261,Arroyo Village Inn Bed and Breakfast,0,566,35.122079,-120.587672
262,Ambassador Inn,0,975,33.870098,-117.966003
263,Black Jack Inn,11,29,38.955682,-119.945196
264,Blue Jay Lodge,29,30,38.959777,-119.944333
265,Best Value Inn and Suites,8,31,34.105098,-117.252322
266,Betabel Rv Resort,0,34,36.901024,-121.55703
267,Budget Inn,0,34,38.529835,-121.444828
268,Best Hotel Needles,4,35,34.84848,-114.616556
269,Best Motel,0,35,35.049058,-118.172439
270,Best Tahoe West Inn,1048,35,38.957477,-119.947795
271,Burney Motel,5,36,40.889077,-121.653694
272,Budget Inn and Suites,48,36,32.796614,-115.565745
273,Best Western Pioneer Inn,0,37,33.877552,-118.08239
274,Bay Breeze Inn,130,39,37.764086,-122.215117
275,Budget Inn,4,39,41.734097,-122.634797
276,Bay Breeze Inn and Suites,131,39,32.629683,-117.092798
277,Buckboard Motor Lodge,0,40,34.931173,-120.435852
278,Bayside Inn,132,40,36.596073,-121.863597
279,Blue Lagoon Inn,524,40,36.596967,-121.854602
280,Budget Inn,0,40,34.062626,-117.18088
281,Best 5 Motel,7,41,36.667062,-121.627219
282,Budget Inn,0,42,34.07859,-118.052002
283,Budget Inn,1,42,34.89863,-117.01271
284,Best Value Inn-Stockton,0,44,37.954802,-121.31606
285,Best Value Surf Inn,517,44,36.587696,-121.898991
286,Best Value Inn-Lompoc,71,44,34.65712,-120.457588
287,Budget Inn,3,44,37.151114,-121.671971
288,Black Horse Motel,5,45,34.501982,-117.1836
289,Bay Bridge Inn Oakland,51,45,37.82728,-122.270344
290,Best Western Santa Fe Springs Inn,20,45,33.8918,-118.043999
291,Bonanza Inn Magnuson Grand Hotel  Restaurant and Convention Center,231,45,39.14163,-121.62565
292,Budget Inn,33,46,35.63638687,-117.6709747
293,Best Western Sequoia Inn,0,47,37.301798,-120.501505
294,Beachwalker Inn and Suites,97,47,35.13915,-120.639272
295,Banning Travelodge,171,48,33.9254,-116.8955
296,Big 7 Motel,24,49,32.636501,-117.091003
297,Banning Casino-Outlet Mall CA,54,49,33.925407,-116.89468
298,Budget Inn San Gabriel,45,49,34.074902,-118.091003
299,Best Motel,11,49,34.896904,-117.007481
300,Budget Inn Motel,16,49,36.968727,-122.01656
301,Big Pines Mountain House,1079,49,38.95834565,-119.9450129
302,Buena Park Travelodge,828,49,33.859915,-118.010002
303,Budget Motel,120,50,37.62982,-122.417118
304,Budget Inn,37,50,34.09797,-118.33978
305,Budget Host Frontier Inn,71,50,40.4133873,-120.6402206
306,Budget Inn,3,50,34.507781,-117.327393
307,Budget Inn-Chico,28,52,39.720843,-121.826061
308,Best Western Orchard Inn,87,52,39.147491,-123.198722
309,Best Western,66,53,32.797382,-116.93299
310,Budget Inn,2,54,34.049086,-117.947925
311,Best Value Inn,102,54,34.052916,-118.27893
312,Budget Inn,0,54,34.953222,-120.423344
313,Best Western Tradewinds Motel,117,54,35.36879,-120.852631
314,Best Inn,325,55,34.10463,-118.33005
315,Boron Motel,3,55,34.999736,-117.65269
316,Bay View Lodge,145,55,35.36685944,-120.8523102
317,Best Western-Chula Vista Inn,95,55,32.61546,-117.08347
318,Brunner's Inn and Suites,16,55,32.793253,-115.570047
319,Best Value Inn,59,55,37.910655,-122.316185
320,Branch Motel,0,56,33.982633,-118.230399
321,Bishop Thunderbird Motel,16,57,37.36387,-118.396192
322,Best Western-Cordelia Inn,83,58,38.222178,-122.125676
323,Best Western-Park Crest Motel,422,59,36.589253,-121.897326
324,Bw Anaheim Stardust Inn,0,59,33.818001,-117.924004
325,Blackstone Plaza Inn,1,59,36.791664,-119.790627
326,Best Western,677,59,33.776327,-117.890754
327,Best Western Heritage Hotel,182,59,38.362484,-121.969978
328,Best Western-Pine Tree Motel,66,59,34.034313,-117.68957
329,Best Western Beach Dunes Inn,251,59,36.700432,-121.80469
330,Best Western South Bay Inn,159,59,32.64013,-117.09779
331,Bayfront Inn,61,59,35.368999,-120.853996
332,Budget Inn,177,59,33.8181,-117.922997
333,Burbank Travelodge,238,59,34.1702,-118.348
334,Best Western Cajon Pass,32,59,34.311629,-117.480205
335,Best Western-Casa Grande Inn,1209,59,35.13631,-120.604602
336,Beachcomber Motel,15,60,32.809082,-117.25713
337,Budget Inn,4,60,38.268942,-122.034226
338,Best Value Inn San Carlos San F,106,60,37.495983,-122.247
339,Budget Inn,4,60,33.878204,-118.1339
340,Beach House Inn,169,60,39.45563889,-123.8054428
341,Brookhurst Plaza Inn,62,60,33.822399,-117.959
342,Best Value Inn,138,60,34.190701,-118.935997
343,Bel Air Hotel,0,60,37.784401,-122.413002
344,Beach Place,4,60,32.749194,-117.243845
345,Blue Seal Inn,25,60,35.13809,-120.638444
346,Best Western Roseville,430,60,38.748998,-121.269812
347,Best Inn Motel,1,61,33.750702,-117.919998
348,Best Western Eldorado Inn,0,62,33.789999,-118.315674
349,Best Western Crystal Palace Inn and Suites,178,62,35.383873,-119.04319
350,Best Western Country Inn,293,63,33.513779,-117.15907
351,Best Western Ramona,373,64,36.597106,-121.855716
352,Best Western Dragon Gate Inn,364,64,34.063084,-118.2394
353,Best Western Innsuites Hotel and Suites-Buena Park,0,64,33.853962,-117.99805
354,Bayhill Inn,39,65,37.631502,-122.418155
355,Breakers Motel Morro Bay,246,65,35.365735,-120.852307
356,Bevlen Haus Bed and Breakfast,8,65,35.635408,-117.672059
357,Best Value Inn,2,65,33.749127,-118.309401
358,Best Western-Palm Springs,126,66,33.801995,-116.546727
359,Budget Inn,8,66,33.975729,-117.353565
360,Beach Plaza Hotel,229,66,33.764037,-118.166213
361,Best Budget Inn,8,66,36.83953094,-119.7904282
362,Best Western Palm Garden Inn,140,67,33.763863,-117.99003
363,Best Value Inn-Mojave,42,67,35.05806351,-118.1754379
364,Breas Hyland Motel,106,67,33.90897,-117.904419
365,Baymont Inn Suites Bakersfield,99,67,35.382301,-119.047348
366,Best Western Plus Poway / San Diego Hotel,310,67,32.956265,-117.030976
367,Budget Inn,0,67,38.632427,-121.3829
368,Budget Inn,11,67,37.924074,-122.516591
369,Budget Lodge,57,68,34.068215,-117.296538
370,Best Western Executive Inn and Suites,258,68,37.797495,-121.192989
371,Best Western Liberty Inn,49,68,35.790453,-119.225442
372,Best Western-Station House Inn,358,68,38.956818,-119.9478
373,Best Westerngolden Triangle Inn,198,68,32.834087,-117.17311
374,Best Western Garden Court Inn,396,69,37.532293,-122.000111
375,Best Western,181,69,33.657894,-117.296616
376,Best Western Galt Inn,17,69,38.267584,-121.302717
377,Best Western-Santee Lodge,99,69,32.840099,-116.963997
378,Best Western Los Angeles Worldport Hotel,44,69,33.790798,-118.282997
379,Best Western Somerset Inn,313,69,35.289201,-120.650861
380,Baymont Inn and Suites Willows,162,69,39.520536,-122.212031
381,Best Western King City Inn,35,69,36.205084,-121.139508
382,Best Western-Royal Host Inn,77,69,38.12680817,-121.260498
383,Beverly Inn,51,69,34.076,-118.358002
384,Best Western-Pleasanton Inn,228,69,37.700664,-121.90347
385,Best Western Inn,57,69,36.985001,-122.023003
386,Best Western Inn,88,69,36.330115,-119.297879
387,Beach Haven Inn,306,69,32.800301,-117.255997
388,Best Western-Amador Inn,214,69,38.346792,-120.772868
389,Best Value Inn,121,69,33.610131,-114.606027
390,Bishop - Days Inn,289,69,37.361325,-118.402801
391,Budget Inn and Suites of Santa Ana,89,69,33.754527,-117.921347
392,Best Western Valley Harvest Inn,16,69,36.419886,-121.322467
393,Beachwalker Inn,51,69,35.445858,-120.898278
394,Best Western Inn Dixon,184,69,38.458755,-121.8395
395,Best Western John Jay Inn,26,69,38.475656,-121.419979
396,Buena Vista Motor Inn,1002,69,37.8008,-122.427612
397,Best Western Americana,41,70,36.533953,-119.394978
398,Beachview Inn Motel,351,70,36.963977,-122.024678
399,Best Western Inn of Hemet,44,70,33.747321,-116.998913
400,Bide-a-Wee Inn and Cottages,33,70,36.627668,-121.934782
401,Best Western Antelope Inn,76,70,40.182429,-122.221151
402,Beach Motel,59,70,37.7603,-122.508003
403,Bridgepoint Inn Daly City,120,70,37.705267,-122.407865
404,Best Western Townhouse Lodge,188,70,37.643799,-120.994003
405,Bw Orchard Inn,238,71,37.546501,-120.900002
406,Budget Inn,3,71,37.6987,-122.107002
407,Best Western Westminster Inn,364,72,33.758965,-118.02864
408,Best Western Pasadena Inn,393,72,34.146263,-118.076996
409,Best Western Pleasant Hill Inn,72,72,37.957108,-122.06058
410,Best Western Norwalk Inn,308,74,33.922501,-118.10122
411,Best Western Inn,65,74,36.866307,-121.401452
412,Best Western Plus Orange County Airport North,158,74,33.71022,-117.8536
413,Best Western Courtesy Inn,108,74,33.81801,-117.92403
414,Best Western-Pasadena Royale,420,74,34.14627,-118.07645
415,Best Ontario Inn,17,75,34.055801,-117.668972
416,Best Western Pavilions,346,75,33.803226,-117.927315
417,Baby Bears House,0,75,37.771269,-122.445218
418,Best Western Innsuites Hotel and Suites Ontario,698,75,34.07013,-117.57785
419,Best Western Village Inn,425,75,36.7785,-119.790494
420,Best Western Expo Inn,229,76,38.591682,-121.41539
421,Best Western Inn,101,76,40.452703,-122.288957
422,Best Western Mission Hills Inn,0,76,34.26235,-118.467404
423,Best Western Hanford Inn,50,77,36.320144,-119.65592
424,Bevonshire Lodge Motel,59,78,34.076,-118.355003
425,Best Western Executive Inn,39,78,37.056875,-120.858511
426,Best Western Image Inn and Suites,3,78,33.94122,-117.22717
427,Bw El Rancho,117,78,35.3881,-120.858002
428,Best Westernmission Bay,875,79,32.789883,-117.20377
429,Best Western Inn Scotts Valley,87,79,37.064197,-122.000085
430,Best Western Petaluma Inn,68,79,38.24881,-122.62513
431,Best Value Motel,0,79,39.144884,-123.198471
432,Best Western/Silicon Valley Inn,334,79,37.39198,-122.0299
433,Best Western Seven Seas,3010,79,32.760983,-117.16632
434,Best Western Pea Soup Andersen,495,79,34.613445,-120.191724
435,Bay Bridge Inn,389,79,37.777901,-122.403
436,Best Western Town and Country Lodge,172,79,36.223298,-119.333963
437,Best Western Inn,29,79,37.292652,-120.463873
438,Best Western Trailside Inn,58,79,40.411579,-120.637635
439,Best Western Inn and Suites At Discovery Kingdom,536,79,38.143572,-122.233696
440,Best Value Inn of Marysville/Yuba City,0,79,39.144713,-121.591177
441,Bayside Inn At The Wharf,237,79,37.805287,-122.417764
442,Best Western John Jay Inn,71,79,32.693683,-115.500177
443,Best Western Sunrise Hotel,83,79,33.739162,-118.279881
444,Best Western Inn,157,79,37.66638,-122.105865
445,Broadway Manor Inn,478,79,37.795919,-122.42342
446,Best Western Americana Inn,144,79,32.5584,-117.06005
447,Best Western-San Marco Inn,108,79,35.364899,-120.849998
448,Best Western West Covina Inn,231,79,34.072716,-117.87455
449,Best Western Salinas Monterey,131,79,36.680811,-121.640583
450,Best Western Inn Miramar/San Diego,204,79,32.891575,-117.11843
451,Best Western Cameron Park Inn,0,79,38.658219,-120.97056
452,Best Western Diamond Bar Hotel and Suites,248,79,34.021733,-117.811456
453,Budget 9 Motel,0,79,33.830594,-118.385082
454,Bed and Breakfast San Francisco,0,79,37.77742,-122.431666
455,Best Western Mountain Inn,17,80,35.132715,-118.453027
456,Best Western Placerville Inn,167,80,38.70963,-120.838932
457,Boulder Creek Bed and Breakfast,3,80,37.456888,-119.945709
458,Best Western Garden Inn,305,80,38.424084,-122.713418
459,Best Western Oceanside Inn,523,80,33.18945,-117.36366
460,Best Western Exeter Inn and Suites,83,80,36.289295,-119.136146
461,Beach Inn Motel,0,80,33.770699,-118.181999
462,Bella Capri Inn,150,80,34.22177,-119.107726
463,Best Brews  Sheraton Four Points,0,80,33.94793,-118.385977
464,Best Western-Cloverdale Inn,52,80,38.800903,-123.016362
465,Best Western Heritage Inn Antioch,28,80,38.003471,-121.840915
466,Back Door Pub At Milner Hotel,0,80,34.046299,-118.261002
467,Best Western-Sandman Motel,96,80,38.59602,-121.50568
468,Best Western-Raffles Inn,444,80,33.798115,-117.91508
469,Best Value Budget Lodge-San Clemente,82,81,33.41688,-117.60205
470,Best Western Heritage Inn,30,81,34.104874,-117.56686
471,Best Value Inn of Tulare,0,81,36.152853,-119.333921
472,Best Western All Suites Inn Santa Cruz,441,81,36.975045,-122.018581
473,Best Western Eagle Rock Inn Los Angeles,94,82,34.14277,-118.22844
474,Best Western Trailside Inn,21,82,41.486854,-120.542548
475,Best Western John Muir Inn,119,82,37.993457,-122.120413
476,Best Western Royal Inn,0,82,34.851125,-114.625372
477,Best Western Kings Inn,187,83,33.882577,-117.585819
